 Nom Ville ;MAJ   ; Code Postal ; Code INSEE ;Code Région; Latitude ; Longitude ; Eloignement 
 Cambron ;CAMBRON   ;80132;80163;11;50.116667;1.766667;1.41
 Camon ;CAMON   ;80450;80164;11;49.883333;2.35;1
 Camps-en-Amiénois ;CAMPS EN AMIENOIS ;80540;80165;11;49.866667;1.966667;1.9
 Canaples ;CANAPLES   ;80670;80166;11;50.05;2.216667;0.83
 Canchy ;CANCHY   ;80150;80167;11;50.183333;1.883333;1.81
 Candas ;CANDAS   ;80750;80168;11;50.1;2.25;1.2
 Cannessières ;CANNESSIERES   ;80140;80169;11;49.933333;1.766667;1.41
 Cantigny ;CANTIGNY   ;80500;80170;11;49.666667;2.5;2
 Caours ;CAOURS   ;80132;80171;11;50.133333;1.883333;1.44
 Cappy ;CAPPY   ;80340;80172;11;49.916667;2.75;1.18
 Cardonnette ;CARDONNETTE   ;80260;80173;11;49.95;2.35;0.54
 Le Cardonnois ;LE CARDONNOIS  ;80500;80174;11;49.633333;2.483333;2.25
 Carnoy ;CARNOY   ;80300;80175;11;49.983333;2.75;1.27
 Carrépuis ;CARREPUIS   ;80700;80176;11;49.7;2.833333;1.75
 Cartigny ;CARTIGNY   ;80200;80177;11;49.916667;3.016667;1.88
 Caulières ;CAULIERES   ;80590;80179;11;49.783333;1.9;1.33
 Cavillon ;CAVILLON   ;80310;80180;11;49.916667;2.083333;0.64
 Cayeux-en-Santerre ;CAYEUX EN SANTERRE ;80720;80181;11;49.816667;2.6;1.48
 Cayeux-sur-Mer ;CAYEUX SUR MER ;80410;80182;11;50.183333;1.483333;2.15
 Cérisy-Buleux ;CERISY BULEUX  ;80140;80183;11;49.983333;1.733333;1.49
 Champien ;CHAMPIEN   ;80700;80185;11;49.683333;2.85;1.88
 Chaulnes ;CHAULNES   ;80320;80186;11;49.816667;2.8;1.31
 La Chaussée-Tirancourt ;LA CHAUSSEE TIRANCOURT ;80310;80187;11;49.95;2.15;1.38
 Chaussoy-Épagny ;CHAUSSOY EPAGNY  ;80250;80188;11;49.733333;2.333333;1.51
 La Chavatte ;LA CHAVATTE  ;80700;80189;11;49.75;2.766667;1.38
 Chépy ;CHEPY   ;80210;80190;11;50.066667;1.65;1.71
 Chilly ;CHILLY   ;80170;80191;11;49.783333;2.766667;1.52
 Chipilly ;CHIPILLY   ;80800;80192;11;49.916667;2.65;2.4
 Chirmont ;CHIRMONT   ;80250;80193;11;49.7;2.4;1.75
 Chuignes ;CHUIGNES   ;80340;80194;11;49.9;2.75;1.18
 Chuignolles ;CHUIGNOLLES   ;80340;80195;11;49.9;2.733333;1.14
 Citerne ;CITERNE   ;80490;80196;11;49.983333;1.833333;1.23
 Cizancourt ;CIZANCOURT   ;80200;80197;11;49.833333;2.916667;1.62
 Clairy-Saulchoix ;CLAIRY SAULCHOIX  ;80540;80198;11;49.85;2.166667;1.59
 Cléry-sur-Somme ;CLERY SUR SOMME ;80200;80199;11;49.95;2.883333;1.53
 Cocquerel ;COCQUEREL   ;80510;80200;11;50.033333;1.95;0.92
 Coigneux ;COIGNEUX   ;80560;80201;11;50.116667;2.55;1.32
 Coisy ;COISY   ;80260;80202;11;49.95;2.333333;0.69
 Colincamps ;COLINCAMPS   ;80560;80203;11;50.1;2.6;1.37
 Combles ;COMBLES   ;80360;80204;11;50.016667;2.866667;1.49
 Condé-Folie ;CONDE FOLIE  ;80890;80205;11;50.016667;2.016667;0.75
 Contalmaison ;CONTALMAISON   ;80300;80206;11;50.016667;2.733333;1.14
 Contay ;CONTAY   ;80560;80207;11;50;2.483333;1.44
 Conteville ;CONTEVILLE   ;80370;80208;11;50.175;2.075;-1
 Contoire ;CONTOIRE   ;80500;80209;11;49.716667;2.55;1.63
 Contre ;CONTRE   ;80160;80210;11;49.75;2.1;1.38
 Conty ;CONTY   ;80160;80211;11;49.733333;2.15;1.51
 Corbie ;CORBIE   ;80800;80212;11;49.916667;2.5;0.52
 Cottenchy ;COTTENCHY   ;80440;80213;11;49.8;2.383333;1.13
 Coullemelle ;COULLEMELLE   ;80250;80214;11;49.666667;2.433333;2
 Coulonvillers ;COULONVILLERS   ;80135;80215;11;50.133333;2;1.44
 Courcelette ;COURCELETTE   ;80300;80216;11;50.066667;2.75;1.34
 Courcelles-au-Bois ;COURCELLES AU BOIS ;80560;80217;11;50.1;2.583333;1.2
 Courcelles-sous-Thoix ;COURCELLES SOUS THOIX ;80160;80219;11;49.716667;2.083333;1.63
 Courtemanche ;COURTEMANCHE   ;80500;80220;11;49.666667;2.533333;2
 Cramont ;CRAMONT   ;80370;80221;11;50.15;2.05;1.64
 Crécy-en-Ponthieu ;CRECY EN PONTHIEU ;80150;80222;11;50.25;1.883333;2.3
 Crémery ;CREMERY   ;80700;80223;11;49.75;2.833333;1.4
 Cressy-Omencourt ;CRESSY OMENCOURT  ;80190;80224;11;49.716667;2.916667;1.63
 Creuse ;CREUSE   ;80480;80225;11;49.833333;2.166667;2.27
 Croix-Moligneaux ;CROIX MOLIGNEAUX  ;80400;80226;11;49.8;2.983333;1.79
 Croixrault ;CROIXRAULT   ;80290;80227;11;49.783333;1.983333;1.14
 Le Crotoy ;LE CROTOY  ;80550;80228;11;50.216667;1.616667;2.06
 Curchy ;CURCHY   ;80190;80230;11;49.766667;2.866667;1.49
 Curlu ;CURLU   ;80360;80231;11;49.966667;2.816667;1.36
 Damery ;DAMERY   ;80700;80232;11;49.733333;2.75;1.51
 Daours ;DAOURS   ;80800;80234;11;49.9;2.45;1.37
 Dargnies ;DARGNIES   ;80570;80235;11;50.05;1.533333;2.02
 Davenescourt ;DAVENESCOURT   ;80500;80236;11;49.7;2.6;1.75
 Démuin ;DEMUIN   ;80110;80237;11;49.816667;2.55;1.08
 Dernancourt ;DERNANCOURT   ;80300;80238;11;49.966667;2.633333;0.87
 Devise ;DEVISE   ;80200;80239;11;49.866667;3;1.84
 Doingt ;DOINGT   ;80200;80240;11;49.916667;2.966667;1.75
 Domart-en-Ponthieu ;DOMART EN PONTHIEU ;80620;80241;11;50.066667;2.116667;0.95
 Domart-sur-la-Luce ;DOMART SUR LA LUCE;80110;80242;11;49.816667;2.483333;0.89
 Domesmont ;DOMESMONT   ;80370;80243;11;50.116667;2.133333;1.32
 Dominois ;DOMINOIS   ;80120;80244;11;50.333333;1.85;2.92
 Domléger Longvillers ;DOMLEGER LONGVILLERS  ;80370;80245;11;50.166667;2.083333;1.69
 Dommartin ;DOMMARTIN   ;80440;80246;11;49.783333;2.4;1.5
 Dompierre-sur-Authie ;DOMPIERRE SUR AUTHIE ;80150;80248;11;50.3;1.916667;2.67
 Domqueur ;DOMQUEUR   ;80620;80249;11;50.116667;2.05;1.32
 Domvast ;DOMVAST   ;80150;80250;11;50.2;1.916667;1.93
 Doudelainville ;DOUDELAINVILLE   ;80140;80251;11;50;1.766667;1.41
 Douilly ;DOUILLY   ;80400;80252;11;49.766667;3.05;1.97
 Doullens ;DOULLENS   ;80600;80253;11;50.15;2.35;1.57
 Dreuil-Hamel ;DREUIL HAMEL  ;80270;80255;11;49.966667;1.933333;0.97
 Dreuil-lès-Amiens ;DREUIL LES AMIENS ;80730;80256;11;49.916667;2.233333;0.75
 Dreuil-lès-Molliens ;DREUIL LES MOLLIENS ;80540;80257;11;49.9;2.033333;0.9
 Driencourt ;DRIENCOURT   ;80240;80258;11;49.95;3;1.84
 Dromesnil ;DROMESNIL   ;80640;80259;11;49.883333;1.866667;1.14
 Drucat ;DRUCAT   ;80132;80260;11;50.15;1.866667;1.57
 Dury ;DURY   ;80480;80261;11;49.85;2.266667;0.97
 Eaucourt-sur-Somme ;EAUCOURT SUR SOMME ;80580;80262;11;50.066667;1.883333;1.1
 L'Échelle-Saint-Aurin ;L ECHELLE SAINT AURIN;80700;80263;11;49.7;2.716667;1.75
 Éclusier-Vaux ;ECLUSIER VAUX  ;80340;80264;11;49.933333;2.783333;1.27
 Embreville ;EMBREVILLE   ;80570;80265;11;50.033333;1.55;1.97
 Englebelmer ;ENGLEBELMER   ;80300;80266;11;50.05;2.6;0.83
 Ennemain ;ENNEMAIN   ;80200;80267;11;49.833333;2.95;1.71
 Épagne-Épagnette ;EPAGNE EPAGNETTE  ;80580;80268;11;50.066667;1.866667;1.14
 Épaumesnil ;EPAUMESNIL   ;80140;80269;11;49.916667;1.85;1.42
 Épécamps ;EPECAMPS   ;80370;80270;11;50.116667;2.15;1.32
 Épéhy ;EPEHY   ;80740;80271;11;50;3.133333;2.19
 Épénancourt ;EPENANCOURT   ;80190;80272;11;49.8;2.916667;1.62
 Éplessier ;EPLESSIER   ;80290;80273;11;49.783333;1.95;1.14
 Eppeville ;EPPEVILLE   ;80400;80274;11;49.733333;3.05;1.97
 Équancourt ;EQUANCOURT   ;80360;80275;11;50.033333;3.016667;1.93
 Éramecourt ;ERAMECOURT   ;80290;80277;11;49.733333;1.966667;1.51
 Ercheu ;ERCHEU   ;80930;80279;11;49.7;2.933333;1.75
 Ercourt ;ERCOURT   ;80210;80280;11;50.05;1.716667;1.63
 Ergnies ;ERGNIES   ;80690;80281;11;50.083333;2.033333;1.07
 Érondelle ;ERONDELLE   ;80580;80282;11;50.05;1.883333;1.1
 Esclainvillers ;ESCLAINVILLERS   ;80250;80283;11;49.683333;2.4;1.88
 Esmery-Hallon ;ESMERY HALLON  ;80400;80284;11;49.716667;3.016667;1.88
 Essertaux ;ESSERTAUX   ;80160;80285;11;49.75;2.25;1.38
 Estréboeuf ;ESTREBOEUF   ;80230;80287;11;50.15;1.616667;1.8
 Estrées-Deniécourt ;ESTREES DENIECOURT  ;80200;80288;11;49.883333;2.816667;1.39
 Estrées-en-Chaussée ;ESTREES EN CHAUSSEE ;80200;80289;11;49.883333;3.033333;1.93
 Estrées-lés-Crécy ;ESTREES LES CRECY ;80150;80290;11;50.25;1.916667;2.3
 Estrées-sur-Noye ;ESTREES SUR NOYE ;80250;80291;11;49.783333;2.333333;1.37
 Étalon ;ETALON   ;80190;80292;11;49.766667;2.85;1.64
 Ételfay ;ETELFAY   ;80500;80293;11;49.666667;2.616667;2
 Éterpigny ;ETERPIGNY   ;80200;80294;11;49.883333;2.916667;1.62
 Étinehem ;ETINEHEM   ;80340;80295;11;49.933333;2.683333;1.19
 L'Étoile ;L ETOILE  ;80830;80296;11;50.033333;2.033333;0.71
 Étréjust ;ETREJUST   ;80140;80297;11;49.916667;1.883333;1.92
 Étricourt-Manancourt ;ETRICOURT MANANCOURT  ;80360;80298;11;50.033333;2.983333;1.79
 La Faloise ;LA FALOISE  ;80250;80299;11;49.7;2.35;1.75
 Falvy ;FALVY   ;80190;80300;11;49.8;2.95;1.71
 Famechon ;FAMECHON   ;80290;80301;11;49.75;2.05;1.53
 Favières ;FAVIERES   ;80120;80303;11;50.233333;1.666667;2.18
 Fay ;FAY   ;80200;80304;11;49.883333;2.8;1.6
 Ferrières ;FERRIERES   ;80470;80305;11;49.9;2.183333;1.35
 Fescamps ;FESCAMPS   ;80500;80306;11;49.633333;2.683333;2.25
 Feuillères ;FEUILLERES   ;80200;80307;11;49.95;2.85;1.44
 Feuquières-en-Vimeu ;FEUQUIERES EN VIMEU ;80210;80308;11;50.066667;1.6;1.84
 Fieffes ;FIEFFES   ;80670;80309;11;50.083333;2.233333;1.07
 Fienvillers ;FIENVILLERS   ;80750;80310;11;50.116667;2.233333;1.32
 Fignières ;FIGNIERES   ;80500;80311;11;49.683333;2.583333;1.88
 Fins ;FINS   ;80360;80312;11;50.033333;3.05;2.39
 Flaucourt ;FLAUCOURT   ;80200;80313;11;49.916667;2.866667;1.49
 Flers ;FLERS   ;80360;80314;11;50.05;2.816667;1.36
 Flers-sur-Noye ;FLERS SUR NOYE ;80160;80315;11;49.733333;2.25;1.51
 Flesselles ;FLESSELLES   ;80260;80316;11;50;2.25;1.81
 Fleury ;FLEURY   ;80160;80317;11;49.75;2.116667;1.38
 Flixecourt ;FLIXECOURT   ;80420;80318;11;50.016667;2.083333;0.58
 Fluy ;FLUY   ;80540;80319;11;49.85;2.1;0.65
 Folies ;FOLIES   ;80170;80320;11;49.75;2.666667;1.38
 Folleville ;FOLLEVILLE   ;80250;80321;11;49.683333;2.366667;1.88
 Fontaine-le-Sec ;FONTAINE LE SEC ;80140;80324;11;49.95;1.8;1.32
 Fontaine-lès-Cappy ;FONTAINE LES CAPPY ;80340;80325;11;49.9;2.783333;1.27
 Fontaine-sous-Montdidier ;FONTAINE SOUS MONTDIDIER ;80500;80326;11;49.65;2.516667;2.12
 Fontaine-sur-Maye ;FONTAINE SUR MAYE ;80150;80327;11;50.233333;1.933333;2.18
 Fontaine-sur-Somme ;FONTAINE SUR SOMME ;80510;80328;11;50.033333;1.933333;1.34
 Forceville ;FORCEVILLE   ;80560;80329;11;50.05;2.566667;0.83
 Forceville-en-Vimeu ;FORCEVILLE EN VIMEU ;80140;80330;11;49.966667;1.8;1.32
 Forest-l'Abbaye ;FOREST L ABBAYE ;80150;80331;11;50.2;1.816667;1.93
 Forest-Montiers ;FOREST MONTIERS  ;80120;80332;11;50.25;1.75;2.3
 Fort-Mahon-Plage ;FORT MAHON PLAGE ;80790;80333;11;50.341944;1.569722;-1
 Fossemanant ;FOSSEMANANT   ;80160;80334;11;49.8;2.2;1.02
 Foucaucourt-hors-Nesle ;FOUCAUCOURT HORS NESLE ;80140;80336;11;49.916667;1.733333;1.49
 Fouencamps ;FOUENCAMPS   ;80440;80337;11;49.833333;2.416667;0.77
 Fouilloy ;FOUILLOY   ;80800;80338;11;49.9;2.5;0.52
 Fouquescourt ;FOUQUESCOURT   ;80170;80339;11;49.766667;2.75;1.32
 Fourcigny ;FOURCIGNY   ;80590;80340;11;49.766667;1.833333;1.26
 Fourdrinoy ;FOURDRINOY   ;80310;80341;11;49.9;2.1;1.04
 Framicourt ;FRAMICOURT   ;80140;80343;11;49.95;1.683333;1.62
 Francières ;FRANCIERES   ;80690;80344;11;50.066667;1.933333;2.5
 Franleu ;FRANLEU   ;80210;80345;11;50.1;1.65;1.71
 Franqueville ;FRANQUEVILLE   ;80620;80346;11;50.083333;2.083333;1.07
 Fransart ;FRANSART   ;80700;80347;11;49.766667;2.766667;1.26
 Fransu ;FRANSU   ;80620;80348;11;50.1;2.083333;1.2
 Fransures ;FRANSURES   ;80160;80349;11;49.7;2.233333;1.75
 Franvillers ;FRANVILLERS   ;80800;80350;11;49.966667;2.5;1.06
 Fréchencourt ;FRECHENCOURT   ;80260;80351;11;49.95;2.433333;1.22
 Frémontiers ;FREMONTIERS   ;80160;80352;11;49.75;2.066667;1.38
 Fresnes-Mazancourt ;FRESNES MAZANCOURT  ;80320;80353;11;49.85;2.866667;1.49
 Fresnes-Tilloloy ;FRESNES TILLOLOY  ;80140;80354;11;49.983333;1.766667;1.41
 Fresneville ;FRESNEVILLE   ;80140;80355;11;49.883333;1.833333;1.41
 Fresnoy-Andainville ;FRESNOY ANDAINVILLE  ;80140;80356;11;49.916667;1.8;1.32
 Fresnoy-au-Val ;FRESNOY AU VAL ;80710;80357;11;49.833333;2.05;1.76
 Fresnoy-en-Chaussée ;FRESNOY EN CHAUSSEE ;80110;80358;11;49.766667;2.583333;1.54
 Fresnoy-lès-Roye ;FRESNOY LES ROYE ;80700;80359;11;49.733333;2.783333;1.51
 Fressenneville ;FRESSENNEVILLE   ;80390;80360;11;50.066667;1.566667;1.93
 Frettecuisse ;FRETTECUISSE   ;80140;80361;11;49.916667;1.816667;1.27
 Frettemolle ;FRETTEMOLLE   ;80290;80363;11;49.75;1.866667;1.87
 Friaucourt ;FRIAUCOURT   ;80940;80364;11;50.083333;1.483333;2.15
 Fricamps ;FRICAMPS   ;80290;80365;11;49.816667;2;1.22
 Fricourt ;FRICOURT   ;80300;80366;11;50;2.716667;1.09
 Frise ;FRISE   ;80340;80367;11;49.933333;2.816667;1.75
 Friville-Escarbotin ;FRIVILLE ESCARBOTIN  ;80130;80368;11;50.083333;1.55;1.97
 Frohen-le-Grand ;FROHEN LE GRAND ;80370;80369;11;50.2;2.2;1.93
 Frohen-le-Petit ;FROHEN LE PETIT ;80370;80370;11;50.183333;2.2;1.81
 Froyelles ;FROYELLES   ;80150;80371;11;50.233333;1.933333;2.18
 Frucourt ;FRUCOURT   ;80490;80372;11;50;1.816667;1.27
 Gamaches ;GAMACHES   ;80220;80373;11;49.983333;1.55;1.97
 Gapennes ;GAPENNES   ;80150;80374;11;50.183333;1.95;1.81
 Gauville ;GAUVILLE   ;80590;80375;11;49.783333;1.783333;1.97
 Gentelles ;GENTELLES   ;80380;80376;11;49.85;2.45;1.36
 Gézaincourt ;GEZAINCOURT   ;80600;80377;11;50.15;2.316667;1.57
 Ginchy ;GINCHY   ;80360;80378;11;50.033333;2.833333;1.4
 Glisy ;GLISY   ;80440;80379;11;49.866667;2.4;0.87
 Gorenflos ;GORENFLOS   ;80690;80380;11;50.083333;2.033333;1.07
 Gorges ;GORGES   ;80370;80381;11;50.116667;2.166667;1.32
 Gouy-l'Hôpital ;GOUY L HOPITAL ;80640;80382;11;49.833333;1.95;1.31
 Goyencourt ;GOYENCOURT   ;80700;80383;11;49.716667;2.766667;1.63
 Grandcourt ;GRANDCOURT   ;80300;80384;11;50.083333;2.716667;1.13
 Grand-Laviers ;GRAND LAVIERS  ;80132;80385;11;50.133333;1.783333;1.44
 Gratibus ;GRATIBUS   ;80500;80386;11;49.683333;2.55;1.88
 Grattepanche ;GRATTEPANCHE   ;80680;80387;11;49.783333;2.283333;1.14
 Grébault-Mesnil ;GREBAULT MESNIL  ;80140;80388;11;50.033333;1.716667;1.58
 Grécourt ;GRECOURT   ;80400;80389;11;49.716667;2.983333;1.79
 Grivesnes ;GRIVESNES   ;80250;80390;11;49.683333;2.483333;1.88
 Grivillers ;GRIVILLERS   ;80700;80391;11;49.65;2.733333;2.12
 Grouches-Luchuel ;GROUCHES LUCHUEL  ;80600;80392;11;50.183333;2.383333;1.81
 Gruny ;GRUNY   ;80700;80393;11;49.733333;2.833333;1.51
 Guémicourt ;GUEMICOURT   ;80430;80394;11;49.816667;1.75;1.45
 Guerbigny ;GUERBIGNY   ;80500;80395;11;49.7;2.666667;1.75
 Gueschart ;GUESCHART   ;80150;80396;11;50.233333;2;2.18
 Gueudecourt ;GUEUDECOURT   ;80360;80397;11;50.05;2.833333;1.4
 Guibermesnil ;GUIBERMESNIL   ;80430;80398;11;49.85;1.85;1.65
 Guignemicourt ;GUIGNEMICOURT   ;80540;80399;11;49.866667;2.166667;1.55
 Guillaucourt ;GUILLAUCOURT   ;80170;80400;11;49.85;2.633333;1.36
 Guillemont ;GUILLEMONT   ;80360;80401;11;50.016667;2.833333;1.4
 Guizancourt ;GUIZANCOURT   ;80290;80402;11;49.733333;2;1.51
 Guyencourt-sur-Noye ;GUYENCOURT SUR NOYE ;80250;80403;11;49.783333;2.366667;1.14
 Guyencourt-Saulcourt ;GUYENCOURT SAULCOURT  ;80240;80404;11;50;3.083333;2.06
 Hailles ;HAILLES   ;80110;80405;11;49.8;2.433333;1.3
 Hallencourt ;HALLENCOURT   ;80490;80406;11;49.983333;1.883333;1.1
 Hallivillers ;HALLIVILLERS   ;80250;80407;11;49.7;2.283333;1.75
 Halloy-lès-Pernois ;HALLOY LES PERNOIS ;80670;80408;11;50.05;2.2;0.85
 Hallu ;HALLU   ;80320;80409;11;49.783333;2.8;1.31
 Ham ;HAM   ;80400;80410;11;49.75;3.066667;2.01
 Le Hamel ;LE HAMEL  ;80800;80411;11;49.883333;2.566667;1.02
 Hamelet ;HAMELET   ;80800;80412;11;49.9;2.533333;0.61
 Hancourt ;HANCOURT   ;80240;80413;11;49.9;3.066667;2.01
 Hangard ;HANGARD   ;80110;80414;11;49.816667;2.516667;0.89
 Hangest-en-Santerre ;HANGEST EN SANTERRE ;80134;80415;11;49.75;2.6;1.38
 Hangest-sur-Somme ;HANGEST SUR SOMME ;80310;80416;11;49.983333;2.066667;0.98
 Harbonnières ;HARBONNIERES   ;80131;80417;11;49.85;2.666667;1
 Hardecourt-aux-Bois ;HARDECOURT AUX BOIS ;80360;80418;11;49.983333;2.816667;1.36
 Hargicourt ;HARGICOURT   ;80500;80419;11;49.716667;2.533333;1.63
 Harponville ;HARPONVILLE   ;80560;80420;11;50.033333;2.516667;0.71
 Hattencourt ;HATTENCOURT   ;80700;80421;11;49.766667;2.783333;1.27
 Hautvillers-Ouville ;HAUTVILLERS OUVILLE  ;80132;80422;11;50.166667;1.816667;1.69
 Havernas ;HAVERNAS   ;80670;80423;11;50.033333;2.233333;0.82
 Hébécourt ;HEBECOURT   ;80680;80424;11;49.8;2.25;1.44
 Hédauville ;HEDAUVILLE   ;80560;80425;11;50.05;2.566667;0.83
 Heilly ;HEILLY   ;80113;80426;11;49.95;2.533333;1
 Hem-Hardinval ;HEM HARDINVAL  ;80600;80427;11;50.166667;2.3;1.69
 Hem-Monacu ;HEM MONACU  ;80360;80428;11;49.966667;2.833333;1.4
 Hénencourt ;HENENCOURT   ;80300;80429;11;50;2.566667;1.17
 Herbécourt ;HERBECOURT   ;80200;80430;11;49.916667;2.85;1.44
 Hérissart ;HERISSART   ;80260;80431;11;50.016667;2.416667;1.01
 Herleville ;HERLEVILLE   ;80340;80432;11;49.85;2.75;1.36
 Herly ;HERLY   ;80190;80433;11;49.75;2.883333;1.53
 Hervilly ;HERVILLY   ;80240;80434;11;49.933333;3.116667;2.14
 Hesbécourt ;HESBECOURT   ;80240;80435;11;49.933333;3.133333;2.19
 Heucourt-Croquoison ;HEUCOURT CROQUOISON  ;80270;80437;11;49.933333;1.85;1.43
 Heudicourt ;HEUDICOURT   ;80122;80438;11;50.016667;3.083333;2.06
 Heuzecourt ;HEUZECOURT   ;80370;80439;11;50.166667;2.166667;1.69
 Hiermont ;HIERMONT   ;80370;80440;11;50.2;2.083333;1.93
 Hocquincourt ;HOCQUINCOURT   ;80490;80441;11;50;1.85;1.19
 Hombleux ;HOMBLEUX   ;80400;80442;11;49.733333;2.983333;1.79
 Huchenneville ;HUCHENNEVILLE   ;80132;80444;11;50.05;1.8;1.32
 Humbercourt ;HUMBERCOURT   ;80600;80445;11;50.2;2.466667;1.98
 Huppy ;HUPPY   ;80140;80446;11;50.016667;1.766667;1.41
 Hyencourt-le-Grand ;HYENCOURT LE GRAND ;80320;80447;11;49.816667;2.833333;1.4
 Ignaucourt ;IGNAUCOURT   ;80720;80449;11;49.833333;2.566667;0.77
 Inval-Boiron ;INVAL BOIRON  ;80430;80450;11;49.883333;1.75;1.45
 Irles ;IRLES   ;80300;80451;11;50.1;2.75;1.58
 Jumel ;JUMEL   ;80250;80452;11;49.75;2.35;1.38
 Laboissière-en-Santerre ;LABOISSIERE EN SANTERRE ;80500;80453;11;49.666667;2.683333;2
 Laboissière-Saint-Martin ;LABOISSIERE SAINT MARTIN ;80430;80454;11;49.833333;1.816667;1.27
 Lahaye-Saint-Romain ;LAHAYE SAINT ROMAIN ;80290;80457;11;49.716667;1.983333;1.63
 Lahoussoye ;LAHOUSSOYE   ;80800;80458;11;49.95;2.483333;0.98
 Laleu ;LALEU   ;80270;80459;11;49.933333;1.933333;0.97
 Lamaronde ;LAMARONDE   ;80590;80460;11;49.8;1.9;1.44
 Lamotte-Brebière ;LAMOTTE BREBIERE  ;80450;80461;11;49.883333;2.383333;1
 Lamotte-Buleux ;LAMOTTE BULEUX  ;80150;80462;11;50.183333;1.833333;1.81
 Lanchères ;LANCHERES   ;80230;80464;11;50.166667;1.55;1.97
 Languevoisin-Quiquery ;LANGUEVOISIN QUIQUERY  ;80190;80465;11;49.733333;2.933333;1.66
 Lanches-Saint-Hilaire ;LANCHES SAINT HILAIRE ;80620;80466;11;50.1;2.133333;1.2
 Laucourt ;LAUCOURT   ;80700;80467;11;49.666667;2.766667;2
 Laviéville ;LAVIEVILLE   ;80300;80468;11;49.983333;2.583333;1.03
 Lawarde-Mauger-l'Hortoy ;LAWARDE MAUGER L HORTOY;80250;80469;11;49.7;2.283333;1.75
 Léalvillers ;LEALVILLERS   ;80560;80470;11;50.066667;2.516667;0.95
 Lesboeufs ;LESBOEUFS   ;80360;80472;11;50.033333;2.866667;1.49
 Liancourt-Fosse ;LIANCOURT FOSSE  ;80700;80473;11;49.75;2.816667;1.38
 Licourt ;LICOURT   ;80320;80474;11;49.8;2.883333;1.53
 Liéramont ;LIERAMONT   ;80240;80475;11;50;3.05;1.97
 Liercourt ;LIERCOURT   ;80580;80476;11;50.033333;1.9;1.17
 Ligescourt ;LIGESCOURT   ;80150;80477;11;50.283333;1.883333;2.55
 Lignières-Châtelain ;LIGNIERES CHATELAIN  ;80590;80479;11;49.766667;1.866667;1.26
 Lignières-en-Vimeu ;LIGNIERES EN VIMEU ;80140;80480;11;49.916667;1.733333;1.49
 Lihons ;LIHONS   ;80320;80481;11;49.816667;2.766667;1.66
 Limeux ;LIMEUX   ;80490;80482;11;50.016667;1.816667;1.27
 Liomer ;LIOMER   ;80430;80484;11;49.85;1.816667;1.27
 Loeuilly ;LOEUILLY   ;80160;80485;11;49.783333;2.166667;1.14
 Long ;LONG   ;80510;80486;11;50.033333;1.983333;0.96
 Longavesnes ;LONGAVESNES   ;80240;80487;11;49.966667;3.05;1.97
 Longpré-les-Corps-Saints ;LONGPRE LES CORPS SAINTS;80510;80488;11;50.016667;1.983333;1.1
 Longueau ;LONGUEAU   ;80330;80489;11;49.866667;2.35;0.52
 Longuevillette ;LONGUEVILLETTE   ;80600;80491;11;50.133333;2.266667;1.44
 Longvillers ;LONGVILLERS   ;80370;80492;11;50.133333;2.083333;1.44
 Louvencourt ;LOUVENCOURT   ;80560;80493;11;50.1;2.5;1.2
 Louvrechy ;LOUVRECHY   ;80250;80494;11;49.733333;2.4;1.51
 Lucheux ;LUCHEUX   ;80600;80495;11;50.2;2.416667;1.93
 Machiel ;MACHIEL   ;80150;80496;11;50.266667;1.833333;2.43
 Machy ;MACHY   ;80150;80497;11;50.266667;1.8;2.43
 Mailly-Maillet ;MAILLY MAILLET  ;80560;80498;11;50.066667;2.6;1.27
 Mailly-Raineval ;MAILLY RAINEVAL  ;80110;80499;11;49.75;2.45;1.38
 Maisnières ;MAISNIERES   ;80220;80500;11;50.016667;1.616667;1.8
 Maison-Ponthieu ;MAISON PONTHIEU  ;80150;80501;11;50.2;2.05;1.93
 Maison-Roland ;MAISON ROLAND  ;80135;80502;11;50.116667;2.016667;1.32
 Maizicourt ;MAIZICOURT   ;80370;80503;11;50.2;2.116667;1.93
 Malpart ;MALPART   ;80250;80504;11;49.683333;2.5;2.03
 Mametz ;MAMETZ   ;80300;80505;11;50;2.75;1.21
 Manicourt ;MANICOURT   ;80190;80506;11;49.766667;2.883333;1.53
 Marcelcave ;MARCELCAVE   ;80720;80507;11;49.85;2.566667;0.7
 Marché-Allouarde ;MARCHE ALLOUARDE  ;80700;80508;11;49.733333;2.866667;1.51
 Marchélepot ;MARCHELEPOT   ;80200;80509;11;49.833333;2.866667;1.49
 Marcheville ;MARCHEVILLE   ;80150;80510;11;50.216667;1.9;2.06
 Mareuil-Caubert ;MAREUIL CAUBERT  ;80132;80512;11;50.066667;1.833333;1.23
 Maricourt ;MARICOURT   ;80360;80513;11;49.966667;2.783333;1.51
 Marieux ;MARIEUX   ;80560;80514;11;50.1;2.433333;1.69
 Marlers ;MARLERS   ;80590;80515;11;49.766667;1.85;1.26
 Marquaix ;MARQUAIX   ;80240;80516;11;49.933333;3.066667;2.01
 Marquivillers ;MARQUIVILLERS   ;80700;80517;11;49.666667;2.7;2
 Martainneville ;MARTAINNEVILLE   ;80140;80518;11;50;1.7;1.58
 Matigny ;MATIGNY   ;80400;80519;11;49.8;3;1.84
 Maurepas ;MAUREPAS   ;80360;80521;11;49.983333;2.833333;1.4
